4.3835,3.2127,1.6784,4.5338,0.32884,0,4.383,3.2126,1.6784,4.5338,0.32937,0,-0.010506,-0.0021336,0.00056222,0.0015714,0.010506,0,-0.040438,-0.0082121,0.0021639,0.0060482,0.040438,0,0.05
4.383,3.2126,1.6784,4.5338,0.32937,0,4.3795,3.2118,1.6786,4.5344,0.33289,0,-0.040438,-0.0082121,0.0021639,0.0060482,0.040438,0,-0.12598,-0.025583,0.0067413,0.018842,0.12598,0,0.05
4.3795,3.2118,1.6786,4.5344,0.33289,0,4.3704,3.21,1.6791,4.5357,0.34197,0,-0.12598,-0.025583,0.0067413,0.018842,0.12598,0,-0.25845,-0.052486,0.01383,0.038656,0.25845,0,0.05
4.3704,3.21,1.6791,4.5357,0.34197,0,4.3537,3.2066,1.6799,4.5382,0.35873,0,-0.25845,-0.052486,0.01383,0.038656,0.25845,0,-0.42926,-0.087174,0.022971,0.064204,0.42926,0,0.05
4.3537,3.2066,1.6799,4.5382,0.35873,0,4.3275,3.2013,1.6813,4.5421,0.38489,0,-0.42926,-0.087174,0.022971,0.064204,0.42926,0,-0.63031,-0.128,0.033729,0.094274,0.63031,0,0.05
4.3275,3.2013,1.6813,4.5421,0.38489,0,4.2906,3.1938,1.6833,4.5477,0.42176,0,-0.63031,-0.128,0.033729,0.094274,0.63031,0,-0.85398,-0.17343,0.045699,0.12773,0.85398,0,0.05
4.2906,3.1938,1.6833,4.5477,0.42176,0,4.2421,3.1839,1.6859,4.5549,0.47029,0,-0.85398,-0.17343,0.045699,0.12773,0.85398,0,-1.0932,-0.222,0.058498,0.1635,1.0932,0,0.05
4.2421,3.1839,1.6859,4.5549,0.47029,0,4.1813,3.1716,1.6892,4.564,0.53108,0,-1.0932,-0.222,0.058498,0.1635,1.0932,0,-1.3412,-0.27238,0.071773,0.20061,1.3412,0,0.05
4.1813,3.1716,1.6892,4.564,0.53108,0,4.108,3.1567,1.6931,4.575,0.60441,0,-1.3412,-0.27238,0.071773,0.20061,1.3412,0,-1.592,-0.32331,0.085194,0.23812,1.592,0,0.05
4.108,3.1567,1.6931,4.575,0.60441,0,4.0221,3.1393,1.6977,4.5878,0.69028,0,-1.592,-0.32331,0.085194,0.23812,1.592,0,-1.8399,-0.37366,0.09846,0.2752,1.8399,0,0.05
4.0221,3.1393,1.6977,4.5878,0.69028,0,3.924,3.1193,1.7029,4.6025,0.78841,0,-1.8399,-0.37366,0.09846,0.2752,1.8399,0,-2.0798,-0.42236,0.11129,0.31107,2.0798,0,0.05
3.924,3.1193,1.7029,4.6025,0.78841,0,3.8141,3.097,1.7088,4.6189,0.89826,0,-2.0798,-0.42236,0.11129,0.31107,2.0798,0,-2.3069,-0.46849,0.12345,0.34504,2.3069,0,0.05
3.8141,3.097,1.7088,4.6189,0.89826,0,3.6933,3.0725,1.7153,4.637,1.0191,0,-2.3069,-0.46849,0.12345,0.34504,2.3069,0,-2.5171,-0.51118,0.1347,0.37648,2.5171,0,0.05
3.6933,3.0725,1.7153,4.637,1.0191,0,3.5624,3.0459,1.7223,4.6566,1.15,0,-2.5171,-0.51118,0.1347,0.37648,2.5171,0,-2.7067,-0.54969,0.14484,0.40484,2.7067,0,0.05
3.5624,3.0459,1.7223,4.6566,1.15,0,3.4226,3.0175,1.7298,4.6775,1.2898,0,-2.7067,-0.54969,0.14484,0.40484,2.7067,0,-2.8726,-0.58337,0.15372,0.42965,2.8726,0,0.05
3.4226,3.0175,1.7298,4.6775,1.2898,0,3.2752,2.9876,1.7377,4.6995,1.4372,0,-2.8726,-0.58337,0.15372,0.42965,2.8726,0,-3.012,-0.61168,0.16118,0.4505,3.012,0,0.05
3.2752,2.9876,1.7377,4.6995,1.4372,0,3.1214,2.9564,1.7459,4.7225,1.591,0,-3.012,-0.61168,0.16118,0.4505,3.012,0,-3.1227,-0.63416,0.1671,0.46706,3.1227,0,0.05
3.1214,2.9564,1.7459,4.7225,1.591,0,2.9629,2.9242,1.7544,4.7462,1.7495,0,-3.1227,-0.63416,0.1671,0.46706,3.1227,0,-3.203,-0.65047,0.1714,0.47907,3.203,0,0.05
2.9629,2.9242,1.7544,4.7462,1.7495,0,2.8011,2.8913,1.763,4.7704,1.9113,0,-3.203,-0.65047,0.1714,0.47907,3.203,0,-3.2517,-0.66035,0.174,0.48635,3.2517,0,0.05
2.8011,2.8913,1.763,4.7704,1.9113,0,2.6377,2.8581,1.7718,4.7949,2.0747,0,-3.2517,-0.66035,0.174,0.48635,3.2517,0,-3.268,-0.66366,0.17488,0.48879,3.268,0,0.05
2.6377,2.8581,1.7718,4.7949,2.0747,0,2.4743,2.8249,1.7805,4.8193,2.2381,0,-3.268,-0.66366,0.17488,0.48879,3.268,0,-3.2517,-0.66035,0.174,0.48635,3.2517,0,0.05
2.4743,2.8249,1.7805,4.8193,2.2381,0,2.3126,2.7921,1.7892,4.8435,2.3998,0,-3.2517,-0.66035,0.174,0.48635,3.2517,0,-3.203,-0.65047,0.1714,0.47907,3.203,0,0.05
2.3126,2.7921,1.7892,4.8435,2.3998,0,2.154,2.7599,1.7977,4.8672,2.5584,0,-3.203,-0.65047,0.1714,0.47907,3.203,0,-3.1227,-0.63416,0.1671,0.46706,3.1227,0,0.05
2.154,2.7599,1.7977,4.8672,2.5584,0,2.0003,2.7287,1.8059,4.8902,2.7121,0,-3.1227,-0.63416,0.1671,0.46706,3.1227,0,-3.012,-0.61168,0.16118,0.4505,3.012,0,0.05
2.0003,2.7287,1.8059,4.8902,2.7121,0,1.8528,2.6987,1.8138,4.9123,2.8596,0,-3.012,-0.61168,0.16118,0.4505,3.012,0,-2.8726,-0.58337,0.15372,0.42965,2.8726,0,0.05
1.8528,2.6987,1.8138,4.9123,2.8596,0,1.713,2.6703,1.8213,4.9332,2.9994,0,-2.8726,-0.58337,0.15372,0.42965,2.8726,0,-2.7067,-0.54969,0.14484,0.40484,2.7067,0,0.05
1.713,2.6703,1.8213,4.9332,2.9994,0,1.5822,2.6438,1.8283,4.9528,3.1302,0,-2.7067,-0.54969,0.14484,0.40484,2.7067,0,-2.5171,-0.51118,0.1347,0.37648,2.5171,0,0.05
1.5822,2.6438,1.8283,4.9528,3.1302,0,1.4613,2.6192,1.8347,4.9708,3.2511,0,-2.5171,-0.51118,0.1347,0.37648,2.5171,0,-2.3069,-0.46849,0.12345,0.34504,2.3069,0,0.05
1.4613,2.6192,1.8347,4.9708,3.2511,0,1.3515,2.5969,1.8406,4.9873,3.3609,0,-2.3069,-0.46849,0.12345,0.34504,2.3069,0,-2.0798,-0.42236,0.11129,0.31107,2.0798,0,0.05
1.3515,2.5969,1.8406,4.9873,3.3609,0,1.2533,2.577,1.8459,5.0019,3.4591,0,-2.0798,-0.42236,0.11129,0.31107,2.0798,0,-1.8399,-0.37366,0.09846,0.2752,1.8399,0,0.05
1.2533,2.577,1.8459,5.0019,3.4591,0,1.1675,2.5595,1.8505,5.0148,3.5449,0,-1.8399,-0.37366,0.09846,0.2752,1.8399,0,-1.592,-0.32331,0.085194,0.23812,1.592,0,0.05
1.1675,2.5595,1.8505,5.0148,3.5449,0,1.0941,2.5447,1.8544,5.0258,3.6183,0,-1.592,-0.32331,0.085194,0.23812,1.592,0,-1.3412,-0.27238,0.071773,0.20061,1.3412,0,0.05
