0.8919,2.5036,1.8652,5.056,3.8205,0,0.89328,2.503,1.8672,5.0545,3.8191,0,0.02766,-0.01122,0.04024,-0.02902,-0.02766,0,0.05584,-0.02241,0.08074,-0.05833,-0.05584,0,0.05
0.89328,2.503,1.8672,5.0545,3.8191,0,0.89748,2.5013,1.8733,5.0502,3.8149,0,0.05584,-0.02241,0.08074,-0.05833,-0.05584,0,0.11236,-0.04418,0.16046,-0.11628,-0.11236,0,0.05
0.89748,2.5013,1.8733,5.0502,3.8149,0,0.90452,2.4986,1.8833,5.0429,3.8079,0,0.11236,-0.04418,0.16046,-0.11628,-0.11236,0,0.17064,-0.06482,0.23866,-0.17384,-0.17064,0,0.05
0.90452,2.4986,1.8833,5.0429,3.8079,0,0.91455,2.4949,1.8971,5.0328,3.7978,0,0.17064,-0.06482,0.23866,-0.17384,-0.17064,0,0.23177,-0.0838,0.3148,-0.23099,-0.23177,0,0.05
0.91455,2.4949,1.8971,5.0328,3.7978,0,0.92769,2.4902,1.9147,5.0198,3.7847,0,0.23177,-0.0838,0.3148,-0.23099,-0.23177,0,0.29659,-0.1005,0.38786,-0.28736,-0.29659,0,0.05
0.92769,2.4902,1.9147,5.0198,3.7847,0,0.9442,2.4848,1.9359,5.004,3.7682,0,0.29659,-0.1005,0.38786,-0.28736,-0.29659,0,0.36601,-0.11431,0.45689,-0.34259,-0.36601,0,0.05
0.9442,2.4848,1.9359,5.004,3.7682,0,0.9643,2.4788,1.9604,4.9856,3.7481,0,0.36601,-0.11431,0.45689,-0.34259,-0.36601,0,0.44147,-0.1247,0.52133,-0.39663,-0.44147,0,0.05
0.9643,2.4788,1.9604,4.9856,3.7481,0,0.98835,2.4723,1.9881,4.9644,3.724,0,0.44147,-0.1247,0.52133,-0.39663,-0.44147,0,0.52449,-0.13119,0.58057,-0.44938,-0.52449,0,0.05
0.98835,2.4723,1.9881,4.9644,3.724,0,1.0167,2.4657,2.0185,4.9406,3.6956,0,0.52449,-0.13119,0.58057,-0.44938,-0.52449,0,0.61623,-0.13314,0.63326,-0.50013,-0.61623,0,0.05
1.0167,2.4657,2.0185,4.9406,3.6956,0,1.05,2.459,2.0514,4.9144,3.6624,0,0.61623,-0.13314,0.63326,-0.50013,-0.61623,0,0.71876,-0.13013,0.67879,-0.54866,-0.71876,0,0.05
1.05,2.459,2.0514,4.9144,3.6624,0,1.0886,2.4527,2.0864,4.8858,3.6238,0,0.71876,-0.13013,0.67879,-0.54866,-0.71876,0,0.83365,-0.1217,0.71567,-0.59396,-0.83365,0,0.05
1.0886,2.4527,2.0864,4.8858,3.6238,0,1.1333,2.4469,2.1229,4.855,3.579,0,0.83365,-0.1217,0.71567,-0.59396,-0.83365,0,0.96239,-0.10758,0.74219,-0.63461,-0.96239,0,0.05
1.1333,2.4469,2.1229,4.855,3.579,0,1.1849,2.4419,2.1606,4.8223,3.5275,0,0.96239,-0.10758,0.74219,-0.63461,-0.96239,0,1.0968,-0.08733,0.7507,-0.66337,-1.0968,0,0.05
1.1849,2.4419,2.1606,4.8223,3.5275,0,1.243,2.4381,2.198,4.7886,3.4694,0,1.0968,-0.08733,0.7507,-0.66337,-1.0968,0,1.2012,-0.06137,0.72233,-0.66096,-1.2012,0,0.05
1.243,2.4381,2.198,4.7886,3.4694,0,1.305,2.4358,2.2328,4.7562,3.4074,0,1.2012,-0.06137,0.72233,-0.66096,-1.2012,0,1.2743,-0.03418,0.66601,-0.63183,-1.2743,0,0.05
1.305,2.4358,2.2328,4.7562,3.4074,0,1.3704,2.4347,2.2646,4.7255,3.3419,0,1.2743,-0.03418,0.66601,-0.63183,-1.2743,0,1.3425,-0.01017,0.60426,-0.59409,-1.3425,0,0.05
1.3704,2.4347,2.2646,4.7255,3.3419,0,1.4392,2.4347,2.2932,4.6968,3.2732,0,1.3425,-0.01017,0.60426,-0.59409,-1.3425,0,1.4057,0.00952,0.53827,-0.54779,-1.4057,0,0.05
1.4392,2.4347,2.2932,4.6968,3.2732,0,1.511,2.4357,2.3184,4.6707,3.2014,0,1.4057,0.00952,0.53827,-0.54779,-1.4057,0,1.461,0.02396,0.46787,-0.49182,-1.461,0,0.05
1.511,2.4357,2.3184,4.6707,3.2014,0,1.5853,2.4371,2.34,4.6476,3.1271,0,1.461,0.02396,0.46787,-0.49182,-1.461,0,1.5053,0.03243,0.39305,-0.42548,-1.5053,0,0.05
1.5853,2.4371,2.34,4.6476,3.1271,0,1.6616,2.4389,2.3578,4.6281,3.0508,0,1.5053,0.03243,0.39305,-0.42548,-1.5053,0,1.5356,0.03463,0.31404,-0.34868,-1.5356,0,0.05
1.6616,2.4389,2.3578,4.6281,3.0508,0,1.7389,2.4406,2.3714,4.6127,2.9735,0,1.5356,0.03463,0.31404,-0.34868,-1.5356,0,1.5494,0.03078,0.23135,-0.26213,-1.5494,0,0.05
1.7389,2.4406,2.3714,4.6127,2.9735,0,1.8165,2.442,2.3809,4.6019,2.8959,0,1.5494,0.03078,0.23135,-0.26213,-1.5494,0,1.5451,0.02178,0.14571,-0.1675,-1.5451,0,0.05
1.8165,2.442,2.3809,4.6019,2.8959,0,1.8934,2.4428,2.386,4.596,2.819,0,1.5451,0.02178,0.14571,-0.1675,-1.5451,0,1.5221,0.00923,0.05812,-0.06735,-1.5221,0,0.05
1.8934,2.4428,2.386,4.596,2.819,0,1.9687,2.4429,2.3867,4.5952,2.7437,0,1.5221,0.00923,0.05812,-0.06735,-1.5221,0,1.4813,-0.00484,-0.03026,0.03511,-1.4813,0,0.05
1.9687,2.4429,2.3867,4.5952,2.7437,0,2.0415,2.4423,2.383,4.5995,2.6708,0,1.4813,-0.00484,-0.03026,0.03511,-1.4813,0,1.4248,-0.01812,-0.11823,0.13635,-1.4248,0,0.05
2.0415,2.4423,2.383,4.5995,2.6708,0,2.1112,2.4411,2.3749,4.6088,2.6012,0,1.4248,-0.01812,-0.11823,0.13635,-1.4248,0,1.3529,-0.02836,-0.20402,0.23238,-1.3529,0,0.05
2.1112,2.4411,2.3749,4.6088,2.6012,0,2.1768,2.4395,2.3626,4.6227,2.5356,0,1.3529,-0.02836,-0.20402,0.23238,-1.3529,0,1.2371,-0.03287,-0.2761,0.30897,-1.2371,0,0.05
2.1768,2.4395,2.3626,4.6227,2.5356,0,2.2349,2.4378,2.3473,4.6397,2.4775,0,1.2371,-0.03287,-0.2761,0.30897,-1.2371,0,1.0818,-0.03089,-0.32447,0.35536,-1.0818,0,0.05
2.2349,2.4378,2.3473,4.6397,2.4775,0,2.285,2.4364,2.3301,4.6583,2.4274,0,1.0818,-0.03089,-0.32447,0.35536,-1.0818,0,0.93021,-0.02457,-0.35217,0.37674,-0.93021,0,0.05
2.285,2.4364,2.3301,4.6583,2.4274,0,2.3279,2.4353,2.312,4.6774,2.3845,0,0.93021,-0.02457,-0.35217,0.37674,-0.93021,0,0.79482,-0.01618,-0.36361,0.37978,-0.79482,0,0.05
2.3279,2.4353,2.312,4.6774,2.3845,0,2.3645,2.4348,2.2938,4.6963,2.3479,0,0.79482,-0.01618,-0.36361,0.37978,-0.79482,0,0.67465,-0.00741,-0.36102,0.36844,-0.67465,0,0.05
2.3645,2.4348,2.2938,4.6963,2.3479,0,2.3954,2.4346,2.2759,4.7142,2.317,0,0.67465,-0.00741,-0.36102,0.36844,-0.67465,0,0.56794,0.0005,-0.34654,0.34605,-0.56794,0,0.05
2.3954,2.4346,2.2759,4.7142,2.317,0,2.4213,2.4348,2.2591,4.7309,2.2911,0,0.56794,0.0005,-0.34654,0.34605,-0.56794,0,0.47337,0.00674,-0.32234,0.31558,-0.47337,0,0.05
2.4213,2.4348,2.2591,4.7309,2.2911,0,2.4427,2.4353,2.2437,4.7458,2.2697,0,0.47337,0.00674,-0.32234,0.31558,-0.47337,0,0.38862,0.01096,-0.28989,0.27893,-0.38862,0,0.05
